official_order,list,citation_as_published_by_noaa,links,source_page
144,noaa_application_references,"Verma, S., C. Venkataraman, O. Boucher and S. Ramachandran,2007: Source evaluation of aerosols measured during the Indian Ocean Experiment using combined chemical transport and back trajectory modeling , Journal of Geophysical Research, 112, D11210, doi:10.1029/2006JD007698 .",https://doi.org/10.1029/2006JD007698,https://www.arl.noaa.gov/hysplit/hysplit-references/
145,noaa_application_references,"Viana, M., X. Querol, A. Alastuey, G. Gangoiti, M. Menendez. 2003. PM levels in the Basque Country (Northern Spain): analysis of a 5-year data record and interpretation of seasonal variations , Atm. Environ., 37:2879-2891.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
146,noaa_application_references,"Viana, M., X. Querol, A. Alastuey, E. Cuevas, S. Rodriguez. 2002. Influence of African dust on the levels of atmospheric particulates in the Canary Islands air quality network , Atm. Environ., 36:5861-5875.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
147,noaa_application_references,"Vieira-Filho, M.S., J.J. Pedrotti, A. Fornaro. 2013. Contribution of long and mid-range transport on the sodium and potassium concentrations in rainwater samples, Sao Paulo megacity, Brazil . Atm. Environ., 79:299-307, doi:10.1016/j.atmosenv.2013.05.047 .",https://doi.org/10.1016/j.atmosenv.2013.05.047,https://www.arl.noaa.gov/hysplit/hysplit-references/
148,noaa_application_references,"Wai, K.M. and P.A. Tanner, 2005. Relationship between the ionic composition in PM10 and the synoptic and mesoscale weather conditions in a South China coastal city: a four-year study , Journal of Geophysical Research – Atmospheres, 110, D18210",,https://www.arl.noaa.gov/hysplit/hysplit-references/
149,noaa_application_references,"Wai, K.M. and P.A. Tanner, 2005. Extreme particulate levels at a Western Pacific coastal city: the influence of meteorological factors and the contribution of long-range transport , Journal of Atmospheric Chemistry, 50, 103-120",,https://www.arl.noaa.gov/hysplit/hysplit-references/
150,noaa_application_references,"Wai, K.M. and P.A. Tanner, 2004. Wind dependent seasalt aerosol in a Western Pacific coastal area , Atmospheric Environment, 38, 1167-1171.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
151,noaa_application_references,"Wai, K.M. and P.A. Tanner, 2005. Case studies of Asian dust storm impacts on a coastal site: implication of a good dust storm tracer , Water, Air and Soil Pollution, 168, 59-70.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
152,noaa_application_references,"Wai, K.M., S. H. Wang, P. A. Tanner and N. H. Lin, 2007. A dual site study of the rainwater chemistry within the Western Pacific region , Journal of Atmospheric Chemistry, 57, 85-103.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
153,noaa_application_references,"Wang, S.-H., N.-H. Lin, M.-D. Chou, and J.-H. Woo, 2007. Estimate of radiative forcing of Asian biomass-burning aerosols during the period of TRACE-P , J. Geophys. Res., 112, D10222, doi:10.1029/2006JD007564 .",https://doi.org/10.1029/2006JD007564,https://www.arl.noaa.gov/hysplit/hysplit-references/
154,noaa_application_references,"Wang, Y.Q., X.Y. Zhang, R. Arimoto, J.J. Cao, and Z.X. Shen. 2004. The transport pathways and sources of PM10 pollution in Beijing during spring 2001, 2002, and 2003, Geo. Res. Let., V31, L14110, doi:10.1029/2004GL019732 .",https://doi.org/10.1029/2004GL019732,https://www.arl.noaa.gov/hysplit/hysplit-references/
155,noaa_application_references,"Wang, Y.Q., X.Y. Zhang, R. Arimoto, J.J. Cao, and Z.X. Shen. 2005. Characteristics of carbonate content and carbon and oxygen isotopic composition of northern China soil and dust aerosol and its application to tracing dust sources Atm. Environ., 39:2631-2642.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
156,noaa_application_references,"Wehner, B., Birmili, W., Ditas, F., Wu, Z., Hu, M., Liu, X., Mao, J., Sugimoto, N., and Wiedensohler, A.: Relationships between submicrometer particulate air pollution and air mass history in Beijing, China, 2004–2006 , Atmos. Chem. Phys., 8: 6155-6168, 2008.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
157,noaa_application_references,"Westbrook, J. K. 2008. Noctuid migration in Texas within the nocturnal aeroecological boundary layer . Integrative and Comparative Biology 48:99-106.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
158,noaa_application_references,"Westbrook, J. K., Eyster, R. S. and Allen, C. T. 2011. A model for long-distance dispersal of boll weevils (Coleoptera: Curculionidae) . International Journal of Biometeorology 55:585-593.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
159,noaa_application_references,"Xu, J., D. DuBois, M. Pitchford, M. Green, V. Etyemezian. 2006. Attribution of Sulfate Aerosols in Federal Class I Areas of the Western United States Based on Trajectory Regression Analysis , Atm. Environ.,40:3433-3447.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
160,noaa_application_references,"Yerramilli, A., V.B.R. Dodla, V.S. Challa, L. Myles, W.R. Pendergrass, C.A. Vogel, H.P. Dasari, and others. 2011, An integrated WRF/HYSPLIT modeling approach for the assessment of PM 2.5 source regions over the Mississippi Gulf Coast region , Air Qual Atmos Health, DOI 10.1007/s11869-010-0132-1 .",https://doi.org/10.1007/s11869-010-0132-1,https://www.arl.noaa.gov/hysplit/hysplit-references/
161,noaa_application_references,"Zhang, X.Y., Y.Q. Wang, D. Wang, S.L. Gong, R. Arimoto, L.J. Mao, and J. Li, 2005. Characterization and sources of regional-scale transported carbonaceous and dust aerosols from different pathways in coastal and sandly and areas of China . J. Geophys. Res., V110, D15301, doi:10.1029/2004JD005457 .",https://doi.org/10.1029/2004JD005457,https://www.arl.noaa.gov/hysplit/hysplit-references/
162,noaa_application_references,"Zhu, M., E.B. Radcliffe, D.W. Ragsdale and I.V. MacRae. 2002. The possible source areas and over-wintering hosts of green peach aphid, Myzus persicae , in the Red River Valley, pp. 249-251, In: 15th Conference on Biometeorology and Aerobiology. American Meteorological Society, Boston, MA.",,https://www.arl.noaa.gov/hysplit/hysplit-references/
